1.00000e-01 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 
2.00000e-01 8.14240e-01 -2.21113e+00 1.01356e+00 -8.91117e-01 6.43803e-02 -3.31267e-01 -1.42751e-01 -1.89969e-01 -1.47023e-01 -1.37566e-01 -1.15021e-01 -9.51597e-02 -7.39868e-02 -5.55152e-02 -3.73149e-02 -1.26277e-02 2.60613e-02 8.63733e-02 1.86906e-01 3.69447e-01 
3.00000e-01 7.39060e-01 -3.43455e+00 2.49023e+00 -2.41498e+00 1.04230e+00 -1.02578e+00 2.13036e-01 -3.99589e-01 -4.47673e-02 -1.82499e-01 -9.02302e-02 -1.08885e-01 -8.05752e-02 -7.41387e-02 -5.92260e-02 -4.58630e-02 -2.51231e-02 9.56946e-03 8.07337e-02 2.43692e-01 
4.00000e-01 6.96609e-01 -4.21165e+00 3.64066e+00 -3.73530e+00 2.13939e+00 -1.82026e+00 7.51532e-01 -6.94399e-01 1.44149e-01 -2.55554e-01 -3.15845e-02 -1.14356e-01 -5.98486e-02 -6.85161e-02 -5.24429e-02 -4.68467e-02 -3.50983e-02 -1.68665e-02 2.86449e-02 1.63225e-01 
5.00000e-01 6.68590e-01 -4.73686e+00 4.45745e+00 -4.64318e+00 2.92854e+00 -2.34637e+00 1.11105e+00 -8.56272e-01 2.52566e-01 -2.74299e-01 -1.64519e-03 -1.03291e-01 -4.64904e-02 -5.68718e-02 -4.35467e-02 -3.98688e-02 -3.27171e-02 -2.24998e-02 6.41121e-03 1.15005e-01 
6.00000e-01 6.48285e-01 -5.10400e+00 5.01626e+00 -5.18327e+00 3.35692e+00 -2.55039e+00 1.22022e+00 -8.49945e-01 2.51461e-01 -2.38575e-01 -5.50900e-03 -8.26597e-02 -4.21355e-02 -4.62091e-02 -3.73624e-02 -3.35181e-02 -2.86957e-02 -2.20726e-02 -2.49853e-03 8.67674e-02 
7.00000e-01 6.32618e-01 -5.36644e+00 5.38952e+00 -5.45660e+00 3.51011e+00 -2.52657e+00 1.16142e+00 -7.50447e-01 1.96864e-01 -1.86898e-01 -1.90045e-02 -6.47433e-02 -3.99298e-02 -3.88718e-02 -3.28926e-02 -2.90419e-02 -2.53081e-02 -2.04803e-02 -6.15739e-03 6.95183e-02 
8.00000e-01 6.19975e-01 -5.55696e+00 5.63218e+00 -5.55293e+00 3.48763e+00 -2.37866e+00 1.02599e+00 -6.25188e-01 1.34081e-01 -1.42137e-01 -2.96794e-02 -5.26557e-02 -3.75951e-02 -3.40968e-02 -2.94972e-02 -2.58885e-02 -2.27082e-02 -1.88891e-02 -7.72362e-03 5.82597e-02 
9.00000e-01 6.09426e-01 -5.69646e+00 5.78279e+00 -5.53658e+00 3.36462e+00 -2.17774e+00 8.70882e-01 -5.08027e-01 8.14726e-02 -1.09500e-01 -3.56169e-02 -4.50151e-02 -3.51439e-02 -3.08136e-02 -2.68656e-02 -2.35474e-02 -2.07054e-02 -1.75092e-02 -8.39045e-03 5.04292e-02 
1.00000e+00 6.00396e-01 -5.79875e+00 5.86780e+00 -5.45022e+00 3.18986e+00 -1.96426e+00 7.23553e-01 -4.10202e-01 4.24151e-02 -8.71649e-02 -3.81141e-02 -4.00650e-02 -3.28345e-02 -2.83764e-02 -2.47824e-02 -2.17230e-02 -1.91213e-02 -1.63416e-02 -8.63758e-03 4.46882e-02 
