1.00000e-01 1.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 
2.00000e-01 8.14240e-01 -2.21109e+00 1.01361e+00 -8.91013e-01 6.51620e-02 -3.27339e-01 -1.29306e-01 -1.58630e-01 -9.33661e-02 -5.93650e-02 
3.00000e-01 7.39059e-01 -3.43449e+00 2.49045e+00 -2.41384e+00 1.04761e+00 -1.01255e+00 2.34991e-01 -3.71480e-01 -6.66671e-03 -1.24481e-01 
4.00000e-01 6.96608e-01 -4.21155e+00 3.64124e+00 -3.73266e+00 2.14704e+00 -1.80939e+00 7.63285e-01 -6.80699e-01 1.63292e-01 -2.31161e-01 
5.00000e-01 6.68588e-01 -4.73673e+00 4.45840e+00 -4.63984e+00 2.93470e+00 -2.34142e+00 1.11557e+00 -8.51402e-01 2.57423e-01 -2.70967e-01 
6.00000e-01 6.48283e-01 -5.10382e+00 5.01746e+00 -5.18015e+00 3.36049e+00 -2.54907e+00 1.22177e+00 -8.48995e-01 2.52029e-01 -2.37936e-01 
7.00000e-01 6.32615e-01 -5.36623e+00 5.39083e+00 -5.45418e+00 3.51166e+00 -2.52657e+00 1.16205e+00 -7.50372e-01 1.97638e-01 -1.83188e-01 
8.00000e-01 6.19972e-01 -5.55671e+00 5.63349e+00 -5.55127e+00 3.48805e+00 -2.37886e+00 1.02636e+00 -6.25025e-01 1.35549e-01 -1.35825e-01 
9.00000e-01 6.09423e-01 -5.69618e+00 5.78402e+00 -5.53558e+00 3.36454e+00 -2.17783e+00 8.71154e-01 -5.07696e-01 8.32303e-02 -1.02022e-01 
1.00000e+00 6.00392e-01 -5.79845e+00 5.86892e+00 -5.44970e+00 3.18965e+00 -1.96422e+00 7.23746e-01 -4.09797e-01 4.41524e-02 -7.94962e-02 
1.10000e+00 5.92504e-01 -5.87293e+00 5.90649e+00 -5.32122e+00 2.99274e+00 -1.75853e+00 5.94491e-01 -3.32115e-01 1.65645e-02 -6.47223e-02 
1.20000e+00 5.85501e-01 -5.92622e+00 5.90957e+00 -5.16793e+00 2.79092e+00 -1.56979e+00 4.85475e-01 -2.71777e-01 -2.36954e-03 -5.49328e-02 
1.30000e+00 5.79201e-01 -5.96308e+00 5.88728e+00 -5.00130e+00 2.59371e+00 -1.40096e+00 3.95287e-01 -2.25223e-01 -1.51621e-02 -4.82865e-02 
1.40000e+00 5.73472e-01 -5.98701e+00 5.84628e+00 -4.82882e+00 2.40616e+00 -1.25200e+00 3.21344e-01 -1.89263e-01 -2.37071e-02 -4.36269e-02 
1.50000e+00 5.68214e-01 -6.00064e+00 5.79143e+00 -4.65532e+00 2.23064e+00 -1.12148e+00 2.60912e-01 -1.61332e-01 -2.93434e-02 -4.02407e-02 
1.60000e+00 5.63350e-01 -6.00599e+00 5.72639e+00 -4.48394e+00 2.06799e+00 -1.00747e+00 2.11517e-01 -1.39464e-01 -3.29921e-02 -3.76866e-02 
1.70000e+00 5.58821e-01 -6.00463e+00 5.65390e+00 -4.31667e+00 1.91816e+00 -9.07958e-01 1.71060e-01 -1.22185e-01 -3.52806e-02 -3.56897e-02 
1.80000e+00 5.54580e-01 -5.99779e+00 5.57607e+00 -4.15474e+00 1.78063e+00 -8.21015e-01 1.37819e-01 -1.08395e-01 -3.66355e-02 -3.40750e-02 
1.90000e+00 5.50589e-01 -5.98644e+00 5.49449e+00 -3.99886e+00 1.65461e+00 -7.44915e-01 1.10407e-01 -9.72780e-02 -3.73483e-02 -3.27293e-02 
2.00000e+00 5.46817e-01 -5.97137e+00 5.41042e+00 -3.84941e+00 1.53925e+00 -6.78144e-01 8.77099e-02 -8.82232e-02 -3.76187e-02 -3.15784e-02 
2.10000e+00 5.43238e-01 -5.95322e+00 5.32482e+00 -3.70650e+00 1.43364e+00 -6.19395e-01 6.88422e-02 -8.07737e-02 -3.75847e-02 -3.05725e-02 
2.20000e+00 5.39832e-01 -5.93252e+00 5.23843e+00 -3.57012e+00 1.33691e+00 -5.67549e-01 5.30959e-02 -7.45843e-02 -3.73423e-02 -2.96772e-02 
2.30000e+00 5.36579e-01 -5.90970e+00 5.15184e+00 -3.44014e+00 1.24826e+00 -5.21654e-01 3.99052e-02 -6.93926e-02 -3.69586e-02 -2.88687e-02 
2.40000e+00 5.33465e-01 -5.88511e+00 5.06550e+00 -3.31636e+00 1.16692e+00 -4.80899e-01 2.88162e-02 -6.49972e-02 -3.64809e-02 -2.81298e-02 
2.50000e+00 5.30477e-01 -5.85904e+00 4.97977e+00 -3.19854e+00 1.09220e+00 -4.44597e-01 1.94636e-02 -6.12428e-02 -3.59425e-02 -2.74482e-02 
2.60000e+00 5.27604e-01 -5.83176e+00 4.89492e+00 -3.08642e+00 1.02347e+00 -4.12163e-01 1.15520e-02 -5.80085e-02 -3.53670e-02 -2.68144e-02 
2.70000e+00 5.24835e-01 -5.80347e+00 4.81116e+00 -2.97973e+00 9.60166e-01 -3.83099e-01 4.84144e-03 -5.51992e-02 -3.47711e-02 -2.62215e-02 
2.80000e+00 5.22163e-01 -5.77435e+00 4.72866e+00 -2.87819e+00 9.01780e-01 -3.56979e-01 -8.63791e-04 -5.27400e-02 -3.41667e-02 -2.56638e-02 
2.90000e+00 5.19580e-01 -5.74455e+00 4.64752e+00 -2.78153e+00 8.47854e-01 -3.33440e-01 -5.72411e-03 -5.05713e-02 -3.35621e-02 -2.51373e-02 
3.00000e+00 5.17078e-01 -5.71420e+00 4.56784e+00 -2.68948e+00 7.97976e-01 -3.12169e-01 -9.87159e-03 -4.86452e-02 -3.29631e-02 -2.46382e-02 
3.10000e+00 5.14653e-01 -5.68342e+00 4.48968e+00 -2.60179e+00 7.51778e-01 -2.92898e-01 -1.34154e-02 -4.69231e-02 -3.23738e-02 -2.41638e-02 
3.20000e+00 5.12299e-01 -5.65228e+00 4.41309e+00 -2.51821e+00 7.08931e-01 -2.75395e-01 -1.64464e-02 -4.53737e-02 -3.17969e-02 -2.37117e-02 
3.30000e+00 5.10011e-01 -5.62089e+00 4.33807e+00 -2.43852e+00 6.69138e-01 -2.59460e-01 -1.90400e-02 -4.39713e-02 -3.12342e-02 -2.32800e-02 
3.40000e+00 5.07786e-01 -5.58930e+00 4.26466e+00 -2.36248e+00 6.32133e-01 -2.44918e-01 -2.12597e-02 -4.26950e-02 -3.06866e-02 -2.28669e-02 
3.50000e+00 5.05619e-01 -5.55757e+00 4.19284e+00 -2.28990e+00 5.97677e-01 -2.31618e-01 -2.31587e-02 -4.15272e-02 -3.01549e-02 -2.24709e-02 
3.60000e+00 5.03506e-01 -5.52577e+00 4.12262e+00 -2.22058e+00 5.65554e-01 -2.19428e-01 -2.47818e-02 -4.04535e-02 -2.96392e-02 -2.20908e-02 
3.70000e+00 5.01446e-01 -5.49394e+00 4.05397e+00 -2.15434e+00 5.35570e-01 -2.08232e-01 -2.61670e-02 -3.94618e-02 -2.91394e-02 -2.17254e-02 
3.80000e+00 4.99434e-01 -5.46210e+00 3.98688e+00 -2.09099e+00 5.07550e-01 -1.97929e-01 -2.73467e-02 -3.85419e-02 -2.86555e-02 -2.13738e-02 
3.90000e+00 4.97469e-01 -5.43031e+00 3.92132e+00 -2.03039e+00 4.81335e-01 -1.88429e-01 -2.83483e-02 -3.76853e-02 -2.81869e-02 -2.10350e-02 
4.00000e+00 4.95547e-01 -5.39859e+00 3.85727e+00 -1.97237e+00 4.56783e-01 -1.79654e-01 -2.91954e-02 -3.68845e-02 -2.77333e-02 -2.07083e-02 
4.10000e+00 4.93668e-01 -5.36696e+00 3.79469e+00 -1.91681e+00 4.33763e-01 -1.71533e-01 -2.99081e-02 -3.61334e-02 -2.72942e-02 -2.03929e-02 
4.20000e+00 4.91828e-01 -5.33544e+00 3.73356e+00 -1.86356e+00 4.12157e-01 -1.64005e-01 -3.05037e-02 -3.54266e-02 -2.68692e-02 -2.00882e-02 
4.30000e+00 4.90026e-01 -5.30407e+00 3.67384e+00 -1.81249e+00 3.91859e-01 -1.57015e-01 -3.09971e-02 -3.47596e-02 -2.64576e-02 -1.97935e-02 
4.40000e+00 4.88260e-01 -5.27284e+00 3.61550e+00 -1.76350e+00 3.72770e-01 -1.50515e-01 -3.14013e-02 -3.41283e-02 -2.60589e-02 -1.95083e-02 
4.50000e+00 4.86528e-01 -5.24178e+00 3.55851e+00 -1.71648e+00 3.54802e-01 -1.44460e-01 -3.17274e-02 -3.35295e-02 -2.56726e-02 -1.92321e-02 
4.60000e+00 4.84829e-01 -5.21091e+00 3.50283e+00 -1.67131e+00 3.37874e-01 -1.38812e-01 -3.19852e-02 -3.29599e-02 -2.52983e-02 -1.89644e-02 
4.70000e+00 4.83163e-01 -5.18022e+00 3.44843e+00 -1.62791e+00 3.21911e-01 -1.33536e-01 -3.21830e-02 -3.24171e-02 -2.49353e-02 -1.87049e-02 
